NOSE_X;NOSE_Y;LEFT_EYE_INNER_X;LEFT_EYE_INNER_Y;LEFT_EYE_X;LEFT_EYE_Y;LEFT_EYE_OUTER_X;LEFT_EYE_OUTER_Y;RIGHT_EYE_INNER_X;RIGHT_EYE_INNER_Y;RIGHT_EYE_X;RIGHT_EYE_Y;RIGHT_EYE_OUTER_X;RIGHT_EYE_OUTER_Y;LEFT_EAR_X;LEFT_EAR_Y;RIGHT_EAR_X;RIGHT_EAR_Y;MOUTH_LEFT_X;MOUTH_LEFT_Y;MOUTH_RIGHT_X;MOUTH_RIGHT_Y;LEFT_SHOULDER_X;LEFT_SHOULDER_Y;RIGHT_SHOULDER_X;RIGHT_SHOULDER_Y;LEFT_ELBOW_X;LEFT_ELBOW_Y;RIGHT_ELBOW_X;RIGHT_ELBOW_Y;LEFT_WRIST_X;LEFT_WRIST_Y;RIGHT_WRIST_X;RIGHT_WRIST_Y;LEFT_PINKY_X;LEFT_PINKY_Y;RIGHT_PINKY_X;RIGHT_PINKY_Y;LEFT_INDEX_X;LEFT_INDEX_Y;RIGHT_INDEX_X;RIGHT_INDEX_Y;LEFT_THUMB_X;LEFT_THUMB_Y;RIGHT_THUMB_X;RIGHT_THUMB_Y;LEFT_HIP_X;LEFT_HIP_Y;RIGHT_HIP_X;RIGHT_HIP_Y;geste
-0.0011204222;-0.29417822;0.026830131;-0.34902066;0.043669146;-0.34856933;0.064237535;-0.3475239;-0.02766414;-0.34822065;-0.048267044;-0.34719604;-0.0685889;-0.34532;0.09172076;-0.32190293;-0.10995328;-0.32043448;0.03550762;-0.2211611;-0.02884757;-0.22442052;0.2189005;-0.0065183444;-0.21890064;0.0065183444;0.48910564;-0.24706675;-0.5808884;-0.16814451;0.353085;-0.6765122;-0.5076079;-0.64498705;0.3091113;-0.8109247;-0.5017091;-0.76369774;0.27992985;-0.83004177;-0.46419087;-0.7764737;0.28711724;-0.7775999;-0.45914432;-0.7232619;0.4781332;0.5307536;0.4152047;0.532834;avancer
-6.390566e-05;-0.27276415;0.02529031;-0.32761428;0.042859096;-0.32648;0.06262189;-0.32459563;-0.026667818;-0.32915968;-0.045764938;-0.32846949;-0.06609787;-0.32688022;0.08783132;-0.29745087;-0.1048238;-0.3024984;0.033464964;-0.19828743;-0.02789527;-0.20135568;0.21200787;-0.0010726379;-0.21200773;0.0010726379;0.42272425;-0.3485243;-0.49635977;-0.2869215;0.3483041;-0.7853449;-0.51095766;-0.76065713;0.32701644;-0.9273499;-0.5243007;-0.8969037;0.29010674;-0.95486426;-0.4880835;-0.9127072;0.29240376;-0.90559554;-0.47226268;-0.87877536;0.4778068;0.52951413;0.41458783;0.53068554;avancer
0.007969297;-0.26472476;0.02938189;-0.3232672;0.04535453;-0.32111156;0.06342071;-0.31771407;-0.019284353;-0.32625377;-0.03651938;-0.32615563;-0.056969855;-0.32498682;0.09027313;-0.2805862;-0.092553854;-0.2907496;0.038836624;-0.19577318;-0.017785218;-0.19972144;0.20128475;-0.0011926031;-0.20128487;0.0011926031;0.34755635;-0.44865853;-0.43831563;-0.3963246;0.31234357;-0.9451025;-0.47705716;-0.91147786;0.29805505;-1.0664569;-0.48682287;-1.03347;0.26348898;-1.0896326;-0.4482406;-1.0544869;0.2622425;-1.0481881;-0.43611655;-1.0040272;0.472511;0.5294574;0.41462564;0.52738607;avancer
0.003644234;-0.25231677;0.024835335;-0.3134632;0.04028535;-0.31259033;0.054959785;-0.31024465;-0.023076547;-0.31120422;-0.041783527;-0.31023905;-0.062300455;-0.3082548;0.08456276;-0.2760971;-0.09661509;-0.27614486;0.03770347;-0.18699665;-0.01886163;-0.1881358;0.19804886;0.0023418386;-0.19804898;-0.0023419687;0.28810757;-0.47491652;-0.38984543;-0.44649208;0.19486947;-0.969402;-0.4391244;-0.9623627;0.16724645;-1.0762639;-0.45516542;-1.0872532;0.13153088;-1.0902678;-0.4135481;-1.1114141;0.1321233;-1.0518668;-0.4009351;-1.0655886;0.47378963;0.52925885;0.41364646;0.5270633;avancer
-0.0019143915;-0.2571578;0.020231178;-0.3184436;0.036560208;-0.31876063;0.050536998;-0.3180054;-0.028167648;-0.3145192;-0.04892592;-0.31335968;-0.069080845;-0.31139916;0.08082405;-0.2847931;-0.099222735;-0.27979872;0.03461891;-0.19075929;-0.02311471;-0.19039218;0.19603246;-0.00091572123;-0.19603246;0.00091559;0.25121224;-0.4991776;-0.38224295;-0.46956214;0.15294947;-1.0040303;-0.4188408;-0.9848715;0.12019022;-1.1007271;-0.44020006;-1.1093998;0.078207344;-1.1150478;-0.3940183;-1.1249535;0.079870135;-1.0801314;-0.37592882;-1.0799634;0.4743083;0.5280794;0.41355854;0.5253833;avancer
-0.0030468681;-0.25749272;0.019302191;-0.31907925;0.035777796;-0.32023516;0.04965737;-0.32024992;-0.029309148;-0.31348175;-0.050055217;-0.31222573;-0.070190676;-0.31039053;0.07992278;-0.28831983;-0.10070207;-0.27964205;0.0337498;-0.19053215;-0.024239691;-0.18908313;0.1959686;-0.001984096;-0.19596846;0.0019839641;0.25537798;-0.5082045;-0.38063136;-0.47384882;0.15482527;-1.0260348;-0.41717547;-1.0030199;0.120402366;-1.1217455;-0.44273907;-1.1374259;0.07761901;-1.1369951;-0.39651588;-1.1583945;0.078300014;-1.102212;-0.37614802;-1.1072551;0.4742033;0.5262742;0.4135465;0.5233583;avancer
0.00090074196;-0.2565871;0.023700528;-0.31673458;0.03691215;-0.3170494;0.05462304;-0.31590822;-0.025418228;-0.31379482;-0.04187915;-0.31401107;-0.06341656;-0.31355783;0.08925593;-0.28266802;-0.09431011;-0.28464726;0.0347078;-0.18708418;-0.02110884;-0.18707491;0.20384748;-0.00010923225;-0.20384748;0.00010910175;0.30032292;-0.49652955;-0.38721347;-0.46415707;0.19120774;-1.0030049;-0.4180099;-0.98531896;0.16533273;-1.1065141;-0.4455226;-1.1176836;0.12386781;-1.1188277;-0.39938456;-1.1302991;0.12548488;-1.0806482;-0.3807874;-1.0824002;0.47633904;0.5263182;0.41423303;0.523055;avancer
-0.009501121;-0.25936744;0.008683136;-0.3186932;0.021954037;-0.31912887;0.039220326;-0.3179959;-0.03449165;-0.3175022;-0.049916565;-0.31821743;-0.06646278;-0.31784102;0.07224152;-0.28530684;-0.09516429;-0.29053068;0.020471405;-0.1914223;-0.030786367;-0.19403686;0.20640662;-0.012432971;-0.20640662;0.0124331005;0.36492363;-0.4177831;-0.4649706;-0.3118173;0.20317613;-0.867407;-0.4153063;-0.75727665;0.16584185;-0.9794357;-0.4164259;-0.890795;0.13791119;-0.997951;-0.37687793;-0.88902193;0.14289084;-0.95338154;-0.37008294;-0.837604;0.4807151;0.53227216;0.42068997;0.52793664;avancer
-0.0019330337;-0.26536036;0.015703896;-0.32303202;0.03115384;-0.32294732;0.05044133;-0.3220988;-0.032183062;-0.32304516;-0.049427476;-0.3226371;-0.06792042;-0.32169396;0.07752269;-0.2916663;-0.099459484;-0.2908642;0.028231174;-0.20134819;-0.026701078;-0.20635691;0.20695715;-0.013545952;-0.20695715;0.013545952;0.38630825;-0.40645078;-0.48417187;-0.3218529;0.25964773;-0.8410422;-0.40892044;-0.77706385;0.21801437;-0.97857696;-0.4102316;-0.8872505;0.1862586;-0.98848695;-0.374625;-0.8985389;0.1972455;-0.9353529;-0.36904702;-0.85046965;0.48646957;0.53717303;0.42507237;0.53594106;avancer
-0.0047157463;-0.3105393;0.025386088;-0.37060723;0.04226303;-0.36921516;0.056734245;-0.36747557;-0.0321786;-0.37073857;-0.05718602;-0.36897883;-0.077351466;-0.36695734;0.084545;-0.32775745;-0.10493673;-0.3354858;0.034609444;-0.23277485;-0.039635357;-0.23105651;0.21498694;-0.0071000475;-0.21498694;0.0071000475;0.38311055;-0.41097578;-0.4865343;-0.35977295;0.20868315;-0.8957537;-0.42743376;-0.8629149;0.17843011;-1.0152291;-0.4270008;-1.0119313;0.14703712;-1.028757;-0.38529867;-1.0201163;0.1468863;-0.9882936;-0.3778498;-0.96557176;0.4827047;0.49255106;0.41878495;0.4894255;avancer
-0.0012860836;-0.28865677;0.026183983;-0.34745398;0.043707676;-0.34625885;0.057923675;-0.34459594;-0.031365234;-0.34637976;-0.055027477;-0.3441621;-0.07496602;-0.3420286;0.080110356;-0.31405744;-0.104886696;-0.31161022;0.03711891;-0.22107512;-0.035898946;-0.21968156;0.21304378;-0.0055672834;-0.21304365;0.005567412;0.3813409;-0.39206874;-0.47326115;-0.3420433;0.2159594;-0.8594367;-0.41119352;-0.8353888;0.18430088;-0.9796574;-0.40814337;-0.961523;0.15487055;-0.99264485;-0.36762658;-0.9788279;0.15462281;-0.9495897;-0.3615206;-0.9273215;0.48324856;0.49720737;0.41824976;0.49532402;avancer
-0.007751855;-0.29643455;0.02130921;-0.3553743;0.041532222;-0.35678115;0.06125615;-0.35730058;-0.038591582;-0.34917757;-0.058740363;-0.34723678;-0.07822017;-0.34600767;0.08463384;-0.32567713;-0.09696041;-0.31689844;0.034759805;-0.2316951;-0.042936638;-0.2287952;0.215182;0.00067103223;-0.215182;-0.00067103223;0.40538388;-0.37029302;-0.46931306;-0.3431015;0.24400644;-0.8403696;-0.38368675;-0.84238213;0.2057305;-0.9547076;-0.3815537;-0.9676326;0.17640337;-0.9716963;-0.3452147;-0.9833197;0.17830957;-0.93030304;-0.3370407;-0.9328007;0.47498184;0.4990186;0.41092148;0.49884224;avancer
-0.011174826;-0.3138726;0.01335398;-0.36620897;0.03157282;-0.3665176;0.050860174;-0.36614552;-0.03755629;-0.36246014;-0.055974856;-0.36033475;-0.0747328;-0.35809368;0.07876382;-0.3391807;-0.102609605;-0.33272317;0.023488993;-0.23990402;-0.03138758;-0.23954603;0.21131231;-0.006745292;-0.21131244;0.006745425;0.42764416;-0.29640576;-0.50789946;-0.19577134;0.265399;-0.7248536;-0.39053553;-0.64230067;0.22309507;-0.87303156;-0.38204867;-0.7672089;0.1932233;-0.88817114;-0.34770072;-0.772969;0.20174749;-0.83014196;-0.34152618;-0.7160673;0.47401404;0.53498465;0.4138329;0.53734076;avancer
-0.029527295;-0.3176081;-0.0046818233;-0.37174398;0.013638507;-0.37246224;0.035213597;-0.37298068;-0.057156865;-0.36545843;-0.07558829;-0.36214447;-0.09603326;-0.35834807;0.06564141;-0.34778866;-0.12354648;-0.33180183;0.008058322;-0.24291547;-0.048250683;-0.24204525;0.20754889;-0.018859806;-0.20754889;0.018859806;0.40943614;-0.31316692;-0.5016578;-0.16736878;0.24796937;-0.73711574;-0.41369012;-0.63264596;0.20396784;-0.8732366;-0.40768102;-0.76034683;0.17467998;-0.8902737;-0.37586534;-0.7746838;0.18384244;-0.835429;-0.36952993;-0.71801585;0.50082153;0.53355515;0.43958575;0.5337556;avancer
0.020639122;-0.29630044;0.0434248;-0.34854653;0.059270754;-0.34751272;0.075790174;-0.3472241;-0.010517945;-0.35130334;-0.03126225;-0.3519728;-0.050641485;-0.35282847;0.09104578;-0.32120755;-0.08274601;-0.3210414;0.05138169;-0.22987229;-0.018427454;-0.22963797;0.20690657;-0.01152902;-0.20690657;0.011529156;0.49754503;-0.25740165;-0.39353016;-0.17427993;0.30576128;-0.67477757;-0.24410126;-0.635881;0.2533524;-0.8114739;-0.22993943;-0.7762824;0.2229717;-0.80912685;-0.20331521;-0.7803725;0.23437305;-0.7530327;-0.19924763;-0.7249466;0.50160754;0.50588423;0.442499;0.50912493;avancer
0.0155761475;-0.2568742;0.047323175;-0.31985474;0.06439713;-0.31868395;0.08135235;-0.3167616;-0.012208633;-0.31960562;-0.0344307;-0.31830233;-0.054877445;-0.31654298;0.107780844;-0.28337848;-0.08812204;-0.29373336;0.050128337;-0.18485948;-0.021479221;-0.17850368;0.2222521;0.0015424195;-0.2222521;-0.0015422996;0.41893464;-0.33694103;-0.41693348;-0.3305406;0.41286594;-0.7981882;-0.41007015;-0.83645153;0.40640196;-0.934057;-0.41242725;-0.9753303;0.3731629;-0.946937;-0.3817921;-1.0028439;0.36799175;-0.89539075;-0.37397432;-0.9516133;0.5247755;0.5687264;0.46131712;0.56402576;avancer
0.030223954;-0.26404992;0.055558506;-0.31354475;0.0708466;-0.3079931;0.09008283;-0.30118442;0.0027332064;-0.329015;-0.017384445;-0.33270577;-0.03855846;-0.33524564;0.11753294;-0.25802395;-0.07708335;-0.29907063;0.054851674;-0.19196083;-0.004924743;-0.20589864;0.22197886;-0.0023164104;-0.22197874;0.0023164104;0.38783303;-0.38515696;-0.4187822;-0.33854696;0.35471907;-0.84522;-0.4466331;-0.85759264;0.34637517;-0.98446804;-0.47607693;-0.9848296;0.3143874;-0.98966855;-0.43995562;-1.0123106;0.30986086;-0.93995464;-0.4194907;-0.9661634;0.51952994;0.5634234;0.4533968;0.5605913;avancer
-0.005866467;-0.28535116;0.022096;-0.34141827;0.042396743;-0.34043652;0.058897745;-0.3383271;-0.037691638;-0.33825055;-0.057727996;-0.33637246;-0.07713506;-0.33496338;0.08345374;-0.29851505;-0.10527804;-0.29848242;0.034427866;-0.2136951;-0.037398078;-0.2133675;0.22026527;-0.020364176;-0.22026527;0.02036406;0.39172536;-0.38392115;-0.42976016;-0.29319105;0.33039278;-0.8525884;-0.44250584;-0.8169423;0.31006947;-0.9894326;-0.46907648;-0.9348939;0.27587503;-0.99471027;-0.4343358;-0.9664199;0.2759587;-0.9457049;-0.414855;-0.9220324;0.5191898;0.5628665;0.4555955;0.5613806;avancer
-0.001403573;-0.19610812;0.025045479;-0.25584555;0.04109242;-0.2537123;0.05646066;-0.25080988;-0.023808587;-0.26191607;-0.042217016;-0.26400986;-0.060669146;-0.26536176;0.0873839;-0.2258579;-0.08941156;-0.2409474;0.029106785;-0.11967489;-0.03503717;-0.12831774;0.20490673;-0.0063874377;-0.20490673;0.0063874377;0.30292708;-0.45969576;-0.28144133;-0.46257785;0.3984241;-0.9426428;-0.37877664;-0.9017042;0.42314455;-1.0467899;-0.42236164;-1.0278594;0.40226325;-1.0645274;-0.3950706;-1.0594332;0.38718188;-1.0255392;-0.37620795;-1.0152172;0.5167383;0.57755816;0.45366788;0.5763701;avancer
0.0014577836;-0.22599249;0.026504638;-0.27498218;0.041445408;-0.27093515;0.05605654;-0.26673245;-0.021889787;-0.2808124;-0.041404817;-0.27964213;-0.062053237;-0.2781263;0.08515543;-0.23338489;-0.08864761;-0.2448866;0.03176167;-0.15642531;-0.029377334;-0.15845412;0.19651026;0.0025443085;-0.19651026;-0.0025444224;0.2558909;-0.42046124;-0.2667662;-0.44568115;0.22433369;-0.90065145;-0.24254452;-0.8753928;0.22836667;-0.9660777;-0.23722376;-0.9738575;0.1848831;-0.97916913;-0.2094375;-0.9851576;0.17239007;-0.9442435;-0.20908995;-0.9507529;0.51345533;0.52925676;0.4572924;0.5254238;avancer
0.028591368;-0.25652602;0.060107097;-0.326117;0.07848396;-0.32436937;0.09381137;-0.3216932;-5.0685547e-05;-0.33117202;-0.023648161;-0.33389366;-0.04419283;-0.336376;0.118048504;-0.2922141;-0.0848609;-0.30917835;0.057415172;-0.17275386;-0.014934223;-0.17517671;0.23430699;-0.0027947861;-0.23430699;0.002794662;0.4118915;-0.401254;-0.40543407;-0.37373137;0.36275384;-0.8885445;-0.32959855;-0.91530585;0.3484029;-1.062946;-0.35203037;-1.0472393;0.3157579;-1.0812087;-0.30594578;-1.0545133;0.30956808;-1.0059158;-0.28695375;-0.99909824;0.5167918;0.5962689;0.4506988;0.5956283;avancer
0.027908308;-0.25141558;0.061936837;-0.32552618;0.0807015;-0.32353348;0.097007394;-0.31945774;-0.0013708713;-0.3305717;-0.025398;-0.33212584;-0.04651106;-0.33269498;0.12128703;-0.28961277;-0.088227674;-0.30341992;0.05752391;-0.16313484;-0.016120074;-0.16358794;0.24037139;-0.00067682593;-0.24037139;0.00067682593;0.44567132;-0.36543152;-0.42168096;-0.37282032;0.40103832;-0.89384526;-0.34168044;-0.92262715;0.39034817;-1.0718875;-0.36755133;-1.0709205;0.35622337;-1.101149;-0.31993192;-1.083486;0.34465066;-1.0210826;-0.29505846;-1.0172634;0.5149813;0.6173298;0.44897598;0.61541295;avancer
0.026743077;-0.26987532;0.057758663;-0.3416499;0.07725279;-0.33993286;0.09386305;-0.33707008;-0.006790654;-0.34697387;-0.03137528;-0.3496985;-0.052429978;-0.35180983;0.11898925;-0.30492002;-0.087937266;-0.31539616;0.055065446;-0.18626688;-0.017517295;-0.19044104;0.23657468;-0.0049598226;-0.23657468;0.0049598226;0.36365497;-0.40744317;-0.3473278;-0.3976098;0.26677173;-0.92647713;-0.21736836;-0.9491872;0.25922582;-1.1047902;-0.22977957;-1.0918801;0.21390966;-1.1316168;-0.18567044;-1.1073003;0.19622909;-1.056598;-0.16268317;-1.0511794;0.5141083;0.61449987;0.4487846;0.61544514;avancer
0.016743626;-0.26343763;0.048089806;-0.33547622;0.068061136;-0.33477595;0.08517809;-0.33249527;-0.018399814;-0.33762506;-0.04241363;-0.3397514;-0.06311998;-0.34157938;0.11199276;-0.29588348;-0.09272491;-0.3074384;0.047376245;-0.18316889;-0.026404375;-0.18662979;0.22839695;-0.002861616;-0.22839682;0.002861616;0.34161207;-0.42517844;-0.3460522;-0.39550033;0.22073856;-0.95151126;-0.20123157;-0.9313387;0.21134023;-1.1203563;-0.20760632;-1.076707;0.15941308;-1.1269264;-0.1719127;-1.0863396;0.14297454;-1.061136;-0.14840303;-1.0294961;0.5148469;0.617124;0.44925198;0.6165635;avancer
0.01615018;-0.25291982;0.0457298;-0.3105295;0.06394377;-0.30858415;0.08026079;-0.30603138;-0.01701852;-0.31445312;-0.03989202;-0.3149056;-0.059101317;-0.3150477;0.105907016;-0.273254;-0.090367615;-0.28863734;0.04689914;-0.18270656;-0.02314331;-0.18748108;0.22729513;0.0004508783;-0.22729525;-0.0004508783;0.41591522;-0.37572554;-0.38263106;-0.34130496;0.34969985;-0.85850394;-0.3103675;-0.85432625;0.33751982;-1.0369151;-0.3306079;-1.0106068;0.30521402;-1.053742;-0.29340172;-1.0284587;0.29486474;-0.9966601;-0.27214757;-0.96757984;0.5154791;0.61160207;0.44817668;0.61182773;avancer
0.015448018;-0.28019652;0.047267277;-0.34668967;0.064633615;-0.34575227;0.08283356;-0.34459677;-0.01412784;-0.3475669;-0.03704129;-0.34677744;-0.057578202;-0.34587836;0.10826988;-0.31683767;-0.092174165;-0.32488817;0.046792045;-0.20409441;-0.02341063;-0.20215748;0.232177;-0.01906165;-0.23217689;0.019061772;0.44746822;-0.374406;-0.41983706;-0.28880757;0.3977354;-0.8391181;-0.4203309;-0.8105695;0.39429545;-0.98963374;-0.434629;-0.9800111;0.36511767;-1.002277;-0.407291;-0.99983096;0.35611004;-0.95526534;-0.3926619;-0.931264;0.51607144;0.5844117;0.45040718;0.5838265;avancer
-0.012665843;-0.3498369;0.017417012;-0.40574738;0.03879557;-0.40554187;0.05913886;-0.4050649;-0.04286301;-0.40313286;-0.063595645;-0.40097722;-0.08012807;-0.39819768;0.08421899;-0.37573513;-0.104772806;-0.35784385;0.03344954;-0.27894616;-0.04856524;-0.2752143;0.22378622;0.0072010215;-0.22378622;-0.0072006634;0.44029975;-0.04702147;-0.43796563;-0.09262209;0.40896982;-0.52925986;-0.35932526;-0.60636455;0.41121793;-0.68532425;-0.34268048;-0.755552;0.38317552;-0.7282308;-0.31844264;-0.79467314;0.37258792;-0.65287465;-0.31286478;-0.7253796;0.4314328;0.6751643;0.38589388;0.67597944;avancer
